ID,DOCULECT,CONCEPT,COGID,COGNACY,VALUE,BORROWING,FORM,TOKENS
1245,Kannada,I,237,I-B,na:nu,,na:nu,n aː n u
1448,Malayalam,I,237,I-B,ɲa:n,,ɲa:n,ɲ aː n
2090,Tamil,I,237,I-B,na:n,,na:n,n aː n
741,Telugu,I,237,I-B,ne:nu,,ne:nu,n eː n u
1253,Kannada,all,1,all-A,ella,,ella,e lː a
1459,Malayalam,all,1,all-A,ella,,ella,e lː a
2100,Tamil,all,1,all-A,ella:m,,ella:m,e lː aː m
4,Telugu,all,2,all-B,anta,,anta,a n t a
755,Telugu,all,335,all-C,mottamu,,mottamu,m o tː a m u
754,Telugu,all,337,all-E,anni,,anni,a nː i
1552,Malayalam,ashes,3,ashes-A,tʃa:mbal,,tʃa:mbal,tʃ aː m b a l
1551,Malayalam,ashes,3,ashes-A,tʃa:ɾam,,tʃa:ɾam,tʃ aː ɾ a m
2193,Tamil,ashes,3,ashes-A,sa:mbal,,sa:mbal,s aː m b a l
1329,Kannada,ashes,4,ashes-B,bu:di,,bu:di,b uː d i
847,Telugu,ashes,4,ashes-B,bu:ɖida,,bu:ɖida,b uː ɖ i d a
10,Malayalam,bark,6,bark-A,paṭṭa,,paṭṭa,p a ʈː a
2123,Tamil,bark,6,bark-A,paʈʈe,,paʈʈe,p a ʈː e
11,Telugu,bark,6,bark-A,paṭṭa,,paṭṭa,p a ʈː a
12,Kannada,bark,7,bark-B,nāru,,nāru,n aː r u
778,Telugu,bark,302,bark-D,beɾaɖu,,beɾaɖu,b e ɾ a ɖ u
1270,Kannada,bark,432,bark-G,togaʈi,,togaʈi,t o g a ʈ i
1483,Malayalam,bark,436,bark-K,maɾattoli,,maɾattoli,m a ɾ a tː o l i
1516,Malayalam,belly,8,belly-A,ʋajaɾə,,ʋajaɾə,ʋ a j a ɾ ə
13,Tamil,belly,8,belly-A,vayiṟu,,vayiṟu,v a y i r̪ u
15,Kannada,belly,9,belly-B,hoṭṭe,,hoṭṭe,h o ʈː e
1295,Kannada,belly,9,belly-B,hoʈʈa,,hoʈʈa,h o ʈː a
809,Telugu,belly,9,belly-B,poʈʈa,,poʈʈa,p o ʈː a
2083,Telugu,belly,10,belly-C,kaɖupu,,kaɖupu,k a ɖ u p u
2153,Tamil,belly,356,belly-E,tonti,,tonti,t o n t i
2152,Tamil,belly,360,belly-F,toppai,,toppai,t o pː a i
2105,Tamil,big,11,big-A,peɾija,,peɾija,p e ɾ i j a
2106,Tamil,big,11,big-A,perəsə,,perəsə,p e r ə s ə
759,Telugu,big,11,big-A,pedda,,pedda,p e d d a
1464,Malayalam,big,12,big-B,ʋaludə,,ʋaludə,ʋ a l u d ə
1257,Kannada,big,13,big-C,doɖɖadu,,doɖɖadu,d o ɖː a d u
2116,Tamil,bird,14,bird-A,paɾaʋai,,paɾaʋai,p a ɾ a ʋ a i
23,Kannada,bird,15,bird-B,hakki,LOAN,hakki,h a kː i
1263,Kannada,bird,15,bird-B,pakʂi,LOAN,pakʂi,p a k ʂ i
1473,Malayalam,bird,15,bird-B,pakʂi,LOAN,pakʂi,p a k ʂ i
768,Telugu,bird,15,bird-B,pakʂi,LOAN,pakʂi,p a k ʂ i
769,Telugu,bird,191,bird-C,pitta,,pitta,p i tː a
1474,Malayalam,bird,437,bird-D,kili,,kili,k i l i
27,Kannada,bite,16,bite-A,kaḍi-,,kaḍi-,k a ɖ i +
1524,Malayalam,bite,16,bite-A,kadikkuga,,kadikkuga,k a d i kː u g a
2161,Tamil,bite,16,bite-A,kaɖi,,kaɖi,k a ɖ i
816,Telugu,bite,193,bite-D,koɾuku,,koɾuku,k o ɾ u k u
1302,Kannada,bite,323,bite-F,katʃtʃu,,katʃtʃu,k a tːʃ u
1337,Kannada,black,18,black-A,kappu,,kappu,k a pː u
1560,Malayalam,black,18,black-A,kaɾuppə,,kaɾuppə,k a ɾ u pː ə
2202,Tamil,black,18,black-A,kaɾəppə,,kaɾəppə,k a ɾ ə pː ə
857,Telugu,black,19,black-B,nalupu,,nalupu,n a l u p u
2089,Telugu,black,19,black-B,nalla,,nalla,n a lː a
31,Kannada,black,545,black-E,karu-,,karu-,k a r u +
1273,Kannada,blood,20,blood-A,ɾakta,LOAN,ɾakta,ɾ a k t a
1489,Malayalam,blood,20,blood-A,ɾektam,LOAN,ɾektam,ɾ e k t a m
2126,Tamil,blood,20,blood-A,ɾattam,LOAN,ɾattam,ɾ a tː a m
782,Telugu,blood,20,blood-A,ɾaktamu,LOAN,ɾaktamu,ɾ a k t a m u
783,Telugu,blood,197,blood-B,nettuɾu,,nettuɾu,n e tː u ɾ u
1490,Malayalam,blood,406,blood-D,tʃo:ɾa,,tʃo:ɾa,tʃ oː ɾ a
1274,Kannada,bone,21,bone-A,jelubu,,jelubu,j e l u b u
1492,Malayalam,bone,21,bone-A,ellə,,ellə,e lː ə
2127,Tamil,bone,21,bone-A,elumbə,,elumbə,e l u m b ə
784,Telugu,bone,21,bone-A,jemuka,,jemuka,j e m u k a
2220,Telugu,bone,199,bone-B,bokka,,bokka,b o kː a
2221,Kannada,bone,403,bone-D,mu:ɭe,,mu:ɭe,m uː ɭ e
1491,Malayalam,bone,405,bone-E,asti,,asti,a s t i
42,Malayalam,breast,22,breast-A,māṟu,,māṟu,m aː r̪ u
2155,Tamil,breast,22,breast-A,ma:ɾbə,,ma:ɾbə,m aː ɾ b ə
2156,Tamil,breast,22,breast-A,ma:ɾə,,ma:ɾə,m aː ɾ ə
43,Kannada,breast,23,breast-B,ede,,ede,e d e
44,Telugu,breast,24,breast-C,gunde,,gunde,g u n d e
1519,Malayalam,breast,309,breast-F,mula,,mula,m u l a
1297,Kannada,breast,310,breast-G,stʰana,,stʰana,s tʰ a n a
1518,Malayalam,breast,310,breast-G,stanam,,stanam,s t a n a m
811,Telugu,breast,310,breast-G,stʰanamu,,stʰanamu,s tʰ a n a m u
848,Telugu,burn,532,burn-B,ka:lu,,ka:lu,k aː l u
1330,Kannada,burn,203,burn-C,suɖu,,suɖu,s u ɖ u
2194,Tamil,burn,528,burn-D,eɾi,,eɾi,e ɾ i
1553,Malayalam,burn,530,burn-E,katikkuga,,katikkuga,k a t i kː u g a
849,Telugu,burn,534,burn-F,maɳɖu,,maɳɖu,m a ɳ ɖ u
1508,Malayalam,claw,27,claw-A,nakʰam,LOAN,nakʰam,n a kʰ a m
2140,Tamil,claw,27,claw-A,nagam,LOAN,nagam,n a g a m
51,Kannada,claw,28,claw-B,ugaɾu,,ugaɾu,u g a ɾ u
800,Telugu,claw,28,claw-B,go:ɾu,,go:ɾu,g oː ɾ u
55,Kannada,cloud,29,cloud-A,mēgha,LOAN,mēgha,m eː g h a
1549,Malayalam,cloud,29,cloud-A,mekʰam,LOAN,mekʰam,m e kʰ a m
2191,Tamil,cloud,29,cloud-A,me:gam,LOAN,me:gam,m eː g a m
2086,Telugu,cloud,29,cloud-A,me:gʰamu,LOAN,me:gʰamu,m eː gʱ a m u
845,Telugu,cloud,491,cloud-C,mabbu,,mabbu,m a bː u
1327,Kannada,cloud,492,cloud-D,mo:ɖa,,mo:ɖa,m oː ɖ a
2087,Telugu,cloud,492,cloud-D,mo:ɖamu,,mo:ɖamu,m oː ɖ a m u
1340,Kannada,cold,30,cold-A,taɳɳige,,taɳɳige,t a ɳ ɳ i g e
1563,Malayalam,cold,30,cold-A,taɳuppə,,taɳuppə,t a ɳ u pː ə
2208,Tamil,cold,31,cold-B,kuɭiɾtʃi,,kuɭiɾtʃi,k u ɭ i ɾ tʃ i
860,Telugu,cold,32,cold-C,tʃalla,,tʃalla,tʃ a lː a
63,Kannada,come,33,come-A,baru-,,baru-,b a r u +
1312,Kannada,come,33,come-A,ba:,,ba:,b aː
62,Malayalam,come,33,come-A,ʋaɾuga,,ʋaɾuga,ʋ a ɾ u g a
2173,Tamil,come,33,come-A,ʋa:,,ʋa:,ʋ aː
826,Telugu,come,33,come-A,ʋatʃtʃu,,ʋatʃtʃu,ʋ a tːʃ u
953,Telugu,come,33,come-A,ɾa,,ɾa,ɾ a
66,Kannada,die,34,die-A,sa:ji,,sa:ji,s aː j i
2167,Tamil,die,34,die-A,tʃa:,,tʃa:,tʃ aː
2168,Tamil,die,34,die-A,sattə po,,sattə po,s a tː ə # p o
821,Telugu,die,34,die-A,tʃatʃtʃipo:ʋu,,tʃatʃtʃipo:ʋu,tʃ a tːʃ i p oː ʋ u
68,Malayalam,die,35,die-B,maɾikkuga,LOAN,maɾikkuga,m a ɾ i kː u g a
1264,Kannada,dog,36,dog-A,na:ji,,na:ji,n aː j i
1475,Malayalam,dog,36,dog-A,na:ja,,na:ja,n aː j a
2117,Tamil,dog,36,dog-A,na:ji,,na:ji,n aː j i
770,Telugu,dog,37,dog-B,kukka,EXCLUDE,kukka,k u kː a
1476,Malayalam,dog,438,dog-C,paʈʈi,,paʈʈi,p a ʈː i
75,Kannada,drink,38,drink-A,kuḍi-,,kuḍi-,k u ɖ i +
1300,Kannada,drink,38,drink-A,kudijo:du,,kudijo:du,k u d i j oː d u
74,Malayalam,drink,38,drink-A,kuṭi-,,kuṭi-,k u ʈ i +
1522,Malayalam,drink,38,drink-A,kudikkuga,,kudikkuga,k u d i kː u g a
2159,Tamil,drink,38,drink-A,kuɖi,,kuɖi,k u ɖ i
814,Telugu,drink,39,drink-B,ta:gu,,ta:gu,t aː g u
77,Tamil,dry,40,dry-A,ularnta,,ularnta,u l a r n t a
866,Telugu,dry,42,dry-C,eɳɖu,,eɳɖu,e ɳ ɖ u
2215,Tamil,dry,213,dry-D,kaindadə,,kaindadə,k a i n d a d ə
2216,Tamil,dry,213,dry-D,ka:ndʒə,,ka:ndʒə,k aː n dʒ ə
79,Kannada,dry,214,dry-E,battida,,battida,b a tː i d a
78,Malayalam,dry,214,dry-E,varaṇṭa,,varaṇṭa,v a r a ɳ ʈ a
1345,Kannada,dry,482,dry-F,oɳagidu,,oɳagidu,o ɳ a g i d u
1568,Malayalam,dry,482,dry-F,uɳangija,,uɳangija,u ɳ a n g i j a
865,Telugu,dry,483,dry-G,poɖi,,poɖi,p o ɖ i
1285,Kannada,ear,43,ear-A,kiʋi,,kiʋi,k i ʋ i
1505,Malayalam,ear,43,ear-A,tʃeʋi,,tʃeʋi,tʃ e ʋ i
798,Telugu,ear,43,ear-A,tʃeʋi,,tʃeʋi,tʃ e ʋ i
84,Malayalam,ear,44,ear-B,kātu,,kātu,k aː t u
2138,Tamil,ear,44,ear-B,ka:də,,ka:də,k aː d ə
1326,Kannada,earth,45,earth-A,maɳɳu,,maɳɳu,m a ɳ ɳ u
1548,Malayalam,earth,45,earth-A,mannə,,mannə,m a nː ə
2190,Tamil,earth,45,earth-A,mannə,,mannə,m a nː ə
843,Telugu,earth,45,earth-A,mannu,,mannu,m a nː u
844,Telugu,earth,504,earth-E,maʈʈi,,maʈʈi,m a ʈː i
1301,Kannada,eat,46,eat-A,tinnu,,tinnu,t i nː u
1523,Malayalam,eat,46,eat-A,tinnuga,,tinnuga,t i nː u g a
815,Telugu,eat,46,eat-A,tinu,,tinu,t i n u
2160,Tamil,eat,47,eat-B,sa:pədə,,sa:pədə,s aː p ə d ə
1277,Kannada,egg,48,egg-A,moʈʈe,,moʈʈe,m o ʈː e
1496,Malayalam,egg,48,egg-A,muʈʈa,,muʈʈa,m u ʈː a
2130,Tamil,egg,48,egg-A,muʈʈe,,muʈʈe,m u ʈː e
790,Telugu,egg,49,egg-B,guɖɖu,,guɖɖu,g u ɖː u
1278,Kannada,egg,395,egg-C,tatti,,tatti,t a tː i
1286,Kannada,eye,50,eye-A,kaɳɳə,,kaɳɳə,k a ɳ ɳ ə
1507,Malayalam,eye,50,eye-A,kaɳɳə,,kaɳɳə,k a ɳ ɳ ə
2139,Tamil,eye,50,eye-A,kaɳɳə,,kaɳɳə,k a ɳ ɳ ə
799,Telugu,eye,50,eye-A,kannu,,kannu,k a nː u
1506,Malayalam,eye,373,eye-B,ne:tɾam,LOAN,ne:tɾam,n eː t ɾ a m
1275,Kannada,fat,51,fat-A,kobbu,,kobbu,k o bː u
1493,Malayalam,fat,51,fat-A,koɻuppə,,koɻuppə,k o ɻ u pː ə
2128,Tamil,fat,51,fat-A,koɻuppə,,koɻuppə,k o ɻ u pː ə
785,Telugu,fat,51,fat-A,koʋʋu (noun),,koʋʋu,k o ʋː u
912,Telugu,fat,397,fat-B,la:ʋu(adjective),,la:ʋu,l aː ʋ u
2133,Tamil,feather,52,feather-A,ɾekke,,ɾekke,ɾ e kː e
1499,Malayalam,feather,53,feather-B,tu:ʋalə,,tu:ʋalə,t uː ʋ a l ə
107,Kannada,feather,54,feather-C,gari,,gari,g a r i
793,Telugu,feather,55,feather-D,i:ka,,i:ka,iː k a
1281,Kannada,feather,303,feather-E,tupaʈa,,tupaʈa,t u p a ʈ a
109,Tamil,fire,56,fire-A,neruppu,,neruppu,n e r u pː u
787,Telugu,fire,56,fire-A,nippu,,nippu,n i pː u
1495,Malayalam,fire,57,fire-B,te:,,te:,t eː
2129,Tamil,fire,57,fire-B,te:,,te:,t eː
1276,Kannada,fire,58,fire-C,benki,,benki,b e n k i
789,Telugu,fire,398,fire-D,maɳʈa,,maɳʈa,m a ɳ ʈ a
1494,Malayalam,fire,399,fire-F,agni,LOAN,agni,a g n i
788,Telugu,fire,399,fire-F,aggi,LOAN,aggi,a gː i
1282,Kannada,fish,60,fish-A,mi:nə,,mi:nə,m iː n ə
1501,Malayalam,fish,60,fish-A,mi:n,,mi:n,m iː n
2134,Tamil,fish,60,fish-A,mi:nə,,mi:nə,m iː n ə
794,Telugu,fish,61,fish-B,tʃe:pa,,tʃe:pa,tʃ eː p a
116,Kannada,fish,62,fish-C,matsya,LOAN,matsya,m a ts y a
1500,Malayalam,fish,62,fish-C,malsjam,LOAN,malsjam,m a l s j a m
119,Kannada,fly,63,fly-A,ha:ɾu,,ha:ɾu,h aː ɾ u
118,Malayalam,fly,63,fly-A,paɾakkuga,,paɾakkuga,p a ɾ a kː u g a
2171,Tamil,fly,63,fly-A,paɾə,,paɾə,p a ɾ ə
824,Telugu,fly,64,fly-B,eguɾu,,eguɾu,e g u ɾ u
123,Kannada,foot,65,foot-A,aḍi,,aḍi,a ɖ i
122,Malayalam,foot,65,foot-A,aṭi,,aṭi,a ʈ i
2148,Tamil,foot,65,foot-A,aɖi,,aɖi,a ɖ i
806,Telugu,foot,65,foot-A,aɖugu,,aɖugu,a ɖ u g u
1292,Kannada,foot,66,foot-B,pa:da,,pa:da,p aː d a
1513,Malayalam,foot,66,foot-B,pa:dam,,pa:dam,p aː d a m
2146,Tamil,foot,66,foot-B,pa:dam,,pa:dam,p aː d a m
805,Telugu,foot,66,foot-B,pa:damu,LOAN,pa:damu,p aː d a m u
2147,Tamil,foot,225,foot-C,kaalə,,kaalə,k a a l ə
1341,Kannada,full,68,full-B,tumbidu,,tumbidu,t u m b i d u
1564,Malayalam,full,227,full-C,niɾaɲa,,niɾaɲa,n i ɾ a ɲ a
125,Tamil,full,227,full-C,niṟainta,,niṟainta,n i r̪ a i n t a
861,Telugu,full,227,full-C,ninɖu,,ninɖu,n i n ɖ u
2209,Tamil,full,514,full-D,muɭu,,muɭu,m u ɭ u
131,Kannada,give,69,give-A,koɖu,,koɖu,k o ɖ u
130,Malayalam,give,69,give-A,koɖukkuga,,koɖukkuga,k o ɖ u kː u g a
2179,Tamil,give,69,give-A,kuɖə,,kuɖə,k u ɖ ə
2178,Tamil,give,471,give-B,ta:,,ta:,t aː
831,Telugu,give,228,give-C,itʃtʃu,,itʃtʃu,i tːʃ u
832,Telugu,give,228,give-C,iʋʋaɖam,,iʋʋaɖam,i ʋː a ɖ a m
1566,Malayalam,good,71,good-A,nalla,,nalla,n a lː a
2212,Tamil,good,71,good-A,nalla,,nalla,n a lː a
1343,Kannada,good,72,good-B,oɭɭijadu,,oɭɭijadu,o ɭː i j a d u
863,Telugu,good,73,good-C,mantʃi,,mantʃi,m a n tʃ i
1334,Kannada,green,74,green-A,hasiru,,hasiru,h a s i r u
1557,Malayalam,green,74,green-A,patʃtʃa,,patʃtʃa,p a tːʃ a
2199,Tamil,green,74,green-A,patʃtʃə,,patʃtʃə,p a tːʃ ə
854,Telugu,green,74,green-A,patʃtʃa,,patʃtʃa,p a tːʃ a
1502,Malayalam,hair,380,hair-A,muɖi,,muɖi,m u ɖ i
2135,Tamil,hair,380,hair-A,muɖi,,muɖi,m u ɖ i
142,Kannada,hair,76,hair-B,kūdalu,,kūdalu,k uː d a l u
1283,Kannada,hair,76,hair-B,ku:dalu,,ku:dalu,k uː d a l u
795,Telugu,hair,77,hair-C,veɳʈɾukalu,,veɳʈɾukalu,v e ɳ ʈ ɾ u k a l u
144,Malayalam,hair,78,hair-D,rōmam,LOAN,rōmam,r oː m a m
2136,Tamil,hair,379,hair-E,maiɾə,,maiɾə,m a i ɾ ə
796,Telugu,hair,383,hair-G,dʒuʈʈu,,dʒuʈʈu,dʒ u ʈː u
1294,Kannada,hand,79,hand-A,kaj,,kaj,k a j
1515,Malayalam,hand,79,hand-A,kaj,,kaj,k a j
